alphadk|Some Australian guy that developed this bot.$Use !report to tell me stuff|yellow|AlphaDK|Player
seal atk spd|After combat, inflicts Atk/Spd-5 on foe through its next action.|orange|Seal Atk Spd 2|B Skill
seal atk speed|After combat, inflicts Atk/Spd-5 on foe through its next action.|orange|Seal Atk Spd 2|B Skill
seal attack spd|After combat, inflicts Atk/Spd-5 on foe through its next action.|orange|Seal Atk Spd 2|B Skill
seal attack speed|After combat, inflicts Atk/Spd-5 on foe through its next action.|orange|Seal Atk Spd 2|B Skill
seal def 1|After combat, foe suffers Def-3 through its next action.|orange|Seal Def 1|B Skill
seal defense 1|After combat, foe suffers Def-3 through its next action.|orange|Seal Def 1|B Skill
seal def 2|After combat, foe suffers Def-5 through its next action.|orange|Seal Def 2|B Skill
seal defense 2|After combat, foe suffers Def-5 through its next action.|orange|Seal Def 2|B Skill
seal def 3|After combat, foe suffers Def-7 through its next action.|orange|Seal Def 3|B Skill
seal defense 3|After combat, foe suffers Def-7 through its next action.|orange|Seal Def 3|B Skill
seal def|After combat, foe suffers Def-7 through its next action.|orange|Seal Def 3|B Skill
seal defense|After combat, foe suffers Def-7 through its next action.|orange|Seal Def 3|B Skill
seal res 1|After combat, foe suffers Res-3 through its next action.|orange|Seal Res 1|B Skill
seal resistance 1|After combat, foe suffers Res-3 through its next action.|orange|Seal Res 1|B Skill
seal res 2|After combat, foe suffers Res-5 through its next action.|orange|Seal Res 2|B Skill
seal resistance 2|After combat, foe suffers Res-5 through its next action.|orange|Seal Res 2|B Skill
seal res 3|After combat, foe suffers Res-7 through its next action.|orange|Seal Res 3|B Skill
seal resistance 3|After combat, foe suffers Res-7 through its next action.|orange|Seal Res 3|B Skill
seal res|After combat, foe suffers Res-7 through its next action.|orange|Seal Res 3|B Skill
seal resistance|After combat, foe suffers Res-7 through its next action.|orange|Seal Res 3|B Skill
seal spd 1|After combat, foe suffers Spd-3 through its next action.|orange|Seal Spd 1|B Skill
seal speed 1|After combat, foe suffers Spd-3 through its next action.|orange|Seal Spd 1|B Skill
seal spd 2|After combat, foe suffers Spd-5 through its next action.|orange|Seal Spd 2|B Skill
seal speed 2|After combat, foe suffers Spd-5 through its next action.|orange|Seal Spd 2|B Skill
seal spd 3|After combat, foe suffers Spd-7 through its next action.|orange|Seal Spd 3|B Skill
seal speed 3|After combat, foe suffers Spd-7 through its next action.|orange|Seal Spd 3|B Skill
seal spd|After combat, foe suffers Spd-7 through its next action.|orange|Seal Spd 3|B Skill
seal speed|After combat, foe suffers Spd-7 through its next action.|orange|Seal Spd 3|B Skill
shield pulse 1|If unit's Special triggers based on a foe's attack, Special cooldown count-1 at start of turn 1.|orange|Shield Pulse 1|B Skill
shield pulse 2|If unit's Special triggers based on a foe's attack, Special cooldown count-1 at start of turn 1. Unit takes 5 less damage when Special triggers.|orange|Shield Pulse 2|B Skill
shield pulse 3|If unit's Special triggers based on a foe's attack, Special cooldown count-2 at start of turn 1. Unit takes 5 less damage when Special triggers.|orange|Shield Pulse 3|B Skill
shield pulse|If unit's Special triggers based on a foe's attack, Special cooldown count-2 at start of turn 1. Unit takes 5 less damage when Special triggers.|orange|Shield Pulse 3|B Skill
swordbreaker 1|If unit's HP >= 90% in combat against a sword user, unit makes a follow-up attack and foe cannot.|orange|Swordbreaker 1|B Skill
swordbreaker 2|If unit's HP >= 70% in combat against a sword user, unit makes a follow-up attack and foe cannot.|orange|Swordbreaker 2|B Skill
swordbreaker 3|If unit's HP >= 50% in combat against a sword user, unit makes a follow-up attack and foe cannot.|orange|Swordbreaker 3|B Skill
swordbreaker|If unit's HP >= 50% in combat against a sword user, unit makes a follow-up attack and foe cannot.|orange|Swordbreaker 3|B Skill
torrent dance 1|If Sing or Dance is used, target also granted Res+3.|orange|Torrent Dance 1|B Skill
torrent dance|If Sing or Dance is used, target also granted Res+3.|orange|Torrent Dance 1|B Skill
vantage 1|Unit counterattacks first when attacked at HP <= 25%.|orange|Vantage 1|B Skill
vantage 2|Unit counterattacks first when attacked at HP <= 50%.|orange|Vantage 2|B Skill
vantage 3|Unit counterattacks first when attacked at HP <= 75%.|orange|Vantage 3|B Skill
vantage|Unit counterattacks first when attacked at HP <= 75%.|orange|Vantage 3|B Skill
wary fighter 1|Prevents follow-up attacks in combat from unit and foes if unit's HP >= 90%.|orange|Wary Fighter 1|B Skill
weary fighter 1|Prevents follow-up attacks in combat from unit and foes if unit's HP >= 90%.|orange|Wary Fighter 1|B Skill
wary fighter 2|Prevents follow-up attacks in combat from unit and foes if unit's HP >= 70%.|orange|Wary Fighter 2|B Skill
weary fighter 2|Prevents follow-up attacks in combat from unit and foes if unit's HP >= 70%.|orange|Wary Fighter 2|B Skill
wary fighter 3|Prevents follow-up attacks in combat from unit and foes if unit's HP >= 50%.|orange|Wary Fighter 3|B Skill
weary fighter 3|Prevents follow-up attacks in combat from unit and foes if unit's HP >= 50%.|orange|Wary Fighter 3|B Skill
wary fighter|Prevents follow-up attacks in combat from unit and foes if unit's HP >= 50%.|orange|Wary Fighter 3|B Skill
weary fighter|Prevents follow-up attacks in combat from unit and foes if unit's HP >= 50%.|orange|Wary Fighter 3|B Skill
watersweep 1|If unit initiates attack, no follow-up occurs. Against foe with magic, staff or dragonstone, if unit's Spd - foe's Spd >= 5, foe can't counterattack.|orange|Watersweep 1|B Skill
watersweep 2|If unit initiates attack, no follow-up occurs. Against foe with magic, staff or dragonstone, if unit's Spd - foe's Spd >= 3, foe can't counterattack.|orange|Watersweep 2|B Skill
watersweep 3|If unit initiates attack, no follow-up occurs. Against foe with magic, staff or dragonstone, if unit's Spd - foe's Spd >= 1, foe can't counterattack.|orange|Watersweep 3|B Skill
watersweep|If unit initiates attack, no follow-up occurs. Against foe with magic, staff or dragonstone, if unit's Spd - foe's Spd >= 1, foe can't counterattack.|orange|Watersweep 3|B Skill
windsweep 1|If unit initiates attack, no follow-up occurs. Against foe with sword, lance, axe, bow, or dagger, if unit's Spd - foe's Spd >= 5, foe can't counterattack.|orange|Windsweep 1|B Skill
windsweep 2|If unit initiates attack, no follow-up occurs. Against foe with sword, lance, axe, bow, or dagger, if unit's Spd - foe's Spd >= 3, foe can't counterattack.|orange|Windsweep 2|B Skill
windsweep 3|If unit initiates attack, no follow-up occurs. Against foe with sword, lance, axe, bow, or dagger, if unit's Spd - foe's Spd >= 1, foe can't counterattack.|orange|Windsweep 3|B Skill
windsweep|If unit initiates attack, no follow-up occurs. Against foe with sword, lance, axe, bow, or dagger, if unit's Spd - foe's Spd >= 1, foe can't counterattack.|orange|Windsweep 3|B Skill
wings of mercy 1|Enables unit to warp adjacent to any ally with HP <= 30%.|orange|Wings of Mercy 1|B Skill
wings of mercy 2|Enables unit to warp adjacent to any ally with HP <= 40%.|orange|Wings of Mercy 2|B Skill
wings of mercy 3|Enables unit to warp adjacent to any ally with HP <= 50%.|orange|Wings of Mercy 3|B Skill
wings of mercy|Enables unit to warp adjacent to any ally with HP <= 50%.|orange|Wings of Mercy 3|B Skill
wom3|Enables unit to warp adjacent to any ally with HP <= 50%.|orange|Wings of Mercy 3|B Skill
wom|Enables unit to warp adjacent to any ally with HP <= 50%.|orange|Wings of Mercy 3|B Skill
noooooo|Enables unit to warp adjacent to any ally with HP <= 50%.|orange|Wings of Mercy 3|B Skill
wrath 1|If unit's HP <= 25%, Special cooldown count-1 at start of turn if Special triggers by attacking. If Special triggers, +10 damage from Special.|orange|Wrath 1|B Skill
wrath 2|If unit's HP <= 50%, Special cooldown count-1 at start of turn if Special triggers by attacking. If Special triggers, +10 damage from Special.|orange|Wrath 2|B Skill
wrath 3|If unit's HP <= 75%, Special cooldown count-1 at start of turn if Special triggers by attacking. If Special triggers, +10 damage from Special.|orange|Wrath 3|B Skill
wrath|If unit's HP <= 75%, Special cooldown count-1 at start of turn if Special triggers by attacking. If Special triggers, +10 damage from Special.|orange|Wrath 3|B Skill
wrathful staff 1|If unit has 100% HP at the start of combat, damage from their staff will be calculated the same as other weapons.|orange|Wrathful Staff 1|B Skill
wrathful staff 2|If unit has >= 50% HP at the start of combat, damage from their staff will be calculated the same as other weapons.|orange|Wrathful Staff 2|B Skill
wrathful staff 3|Damage from unit's staff will be calculated the same as other weapons.|orange|Wrathful Staff 3|B Skill
wrathful staff|Damage from unit's staff will be calculated the same as other weapons.|orange|Wrathful Staff 3|B Skill
armor march 1|If unit has 100% HP and an adjacent armored ally at start of turn, unit and any such allies can move 1 extra space. (That turn only; does not stack.)|orange|Armor March 1|C Skill
armour march 1|If unit has 100% HP and an adjacent armored ally at start of turn, unit and any such allies can move 1 extra space. (That turn only; does not stack.)|orange|Armor March 1|C Skill
armor march 2|If unit has >= 50% HP and an adjacent armored ally at start of turn, unit and any such allies can move 1 extra space. (That turn only; does not stack.)|orange|Armor March 2|C Skill
armour march 2|If unit has >= 50% HP and an adjacent armored ally at start of turn, unit and any such allies can move 1 extra space. (That turn only; does not stack.)|orange|Armor March 2|C Skill
armor march 3|If unit has an adjacent armored ally at the start of turn, unit and any such allies can move 1 extra space. (That turn only; does not stack.)|orange|Armor March 3|C Skill
armour march 3|If unit has an adjacent armored ally at the start of turn, unit and any such allies can move 1 extra space. (That turn only; does not stack.)|orange|Armor March 3|C Skill
armor march|If unit has an adjacent armored ally at the start of turn, unit and any such allies can move 1 extra space. (That turn only; does not stack.)|orange|Armor March 3|C Skill
armour march|If unit has an adjacent armored ally at the start of turn, unit and any such allies can move 1 extra space. (That turn only; does not stack.)|orange|Armor March 3|C Skill
atk ploy 1|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk-3 until the end of foe's next action.|orange|Atk Ploy 1|C Skill & Sacred Seal
attack ploy 1|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk-3 until the end of foe's next action.|orange|Atk Ploy 1|C Skill & Sacred Seal
atk ploy 2|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk-4 until the end of foe's next action.|orange|Atk Ploy 2|C Skill & Sacred Seal
attack ploy 2|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk-4 until the end of foe's next action.|orange|Atk Ploy 2|C Skill & Sacred Seal
atk ploy 3|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk-5 until the end of foe's next action.|orange|Atk Ploy 3|C Skill & Sacred Seal
attack ploy 3|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk-5 until the end of foe's next action.|orange|Atk Ploy 3|C Skill & Sacred Seal
atk ploy|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk-5 until the end of foe's next action.|orange|Atk Ploy 3|C Skill & Sacred Seal
attack ploy|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk-5 until the end of foe's next action.|orange|Atk Ploy 3|C Skill & Sacred Seal
atk smoke 1|After combat, inflicts Atk-3 on foes within 2 spaces of target through their next actions.|orange|Atk Smoke 1|C Skill & Sacred Seal
attack smoke 1|After combat, inflicts Atk-3 on foes within 2 spaces of target through their next actions.|orange|Atk Smoke 1|C Skill & Sacred Seal
atk smoke 2|After combat, inflicts Atk-5 on foes within 2 spaces of target through their next actions.|orange|Atk Smoke 2|C Skill & Sacred Seal
attack smoke 2|After combat, inflicts Atk-5 on foes within 2 spaces of target through their next actions.|orange|Atk Smoke 2|C Skill & Sacred Seal
atk smoke 3|After combat, inflicts Atk-7 on foes within 2 spaces of target through their next actions.|orange|Atk Smoke 3|C Skill & Sacred Seal
attack smoke 3|After combat, inflicts Atk-7 on foes within 2 spaces of target through their next actions.|orange|Atk Smoke 3|C Skill & Sacred Seal
atk smoke|After combat, inflicts Atk-7 on foes within 2 spaces of target through their next actions.|orange|Atk Smoke 3|C Skill & Sacred Seal
attack smoke|After combat, inflicts Atk-7 on foes within 2 spaces of target through their next actions.|orange|Atk Smoke 3|C Skill & Sacred Seal
axe experience 1|If unit survives, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 1|C Skill
axe exp 1|If unit survives, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 1|C Skill
axe xp 1|If unit survives, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 1|C Skill
axe experience 2|If unit survives, all axe users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 2|C Skill
axe exp 2|If unit survives, all axe users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 2|C Skill
axe xp 2|If unit survives, all axe users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 2|C Skill
axe experience 3|If unit survives, all axe users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 3|C Skill
axe exp 3|If unit survives, all axe users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 3|C Skill
axe xp 3|If unit survives, all axe users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 3|C Skill
axe experience|If unit survives, all axe users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 3|C Skill
axe exp|If unit survives, all axe users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 3|C Skill
axe xp|If unit survives, all axe users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Experience 3|C Skill
axe valor 1|If unit survives and uses an axe, unit gets 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Valor 1|C Skill
axe valour 1|If unit survives and uses an axe, unit gets 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Valor 1|C Skill
axe valor 2|If unit survives, all axe users on team get 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Valor 2|C Skill
axe valour 2|If unit survives, all axe users on team get 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Valor 2|C Skill
axe valor 3|If unit survives, all axe users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Valor 3|C Skill
axe valour 3|If unit survives, all axe users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Valor 3|C Skill
axe valor|If unit survives, all axe users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Valor 3|C Skill
axe valour|If unit survives, all axe users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|Axe Valor 3|C Skill
b tome exp. 1|If using blue magic and unit survives combat, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 1|C Skill
b tome exp 1|If using blue magic and unit survives combat, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 1|C Skill
b tome xp 1|If using blue magic and unit survives combat, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 1|C Skill
b tome experience 1|If using blue magic and unit survives combat, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 1|C Skill
blue tome exp. 1|If using blue magic and unit survives combat, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 1|C Skill
blue tome exp 1|If using blue magic and unit survives combat, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 1|C Skill
blue tome xp 1|If using blue magic and unit survives combat, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 1|C Skill
blue tome experience 1|If using blue magic and unit survives combat, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 1|C Skill
b tome exp. 2|If unit survives combat, all blue magic users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 2|C Skill
b tome exp 2|If unit survives combat, all blue magic users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 2|C Skill
b tome xp 2|If unit survives combat, all blue magic users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 2|C Skill
b tome experience 2|If unit survives combat, all blue magic users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 2|C Skill
blue tome exp. 2|If unit survives combat, all blue magic users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 2|C Skill
blue tome exp 2|If unit survives combat, all blue magic users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 2|C Skill
blue tome xp 2|If unit survives combat, all blue magic users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 2|C Skill
blue tome experience 2|If unit survives combat, all blue magic users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 2|C Skill
b tome exp. 3|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
b tome exp 3|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
b tome xp 3|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
b tome experience 3|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
blue tome exp. 3|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
blue tome exp 3|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
blue tome xp 3|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
blue tome experience 3|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
b tome exp.|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
b tome exp|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
b tome xp|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
b tome experience|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
blue tome exp.|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
blue tome exp|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
blue tome xp|If unit survives combat, all blue magic users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
blue tome experience|If unit survives combat, all blue magic users on team get 2x EXP. $If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Exp. 3|C Skill
b tome valor 1|If unit survives and uses a blue tome, unit gets 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 1|C Skill
b tome valour 1|If unit survives and uses a blue tome, unit gets 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 1|C Skill
blue tome valor 1|If unit survives and uses a blue tome, unit gets 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 1|C Skill
blue tome valour 1|If unit survives and uses a blue tome, unit gets 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 1|C Skill
b tome valor 2|If unit survives, all blue tome users on team get 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 2|C Skill
b tome valour 2|If unit survives, all blue tome users on team get 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 2|C Skill
blue tome valor 2|If unit survives, all blue tome users on team get 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 2|C Skill
blue tome valour 2|If unit survives, all blue tome users on team get 1.5x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 2|C Skill
b tome valor 3|If unit survives, all blue tome users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 3|C Skill
b tome valour 3|If unit survives, all blue tome users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 3|C Skill
blue tome valor 3|If unit survives, all blue tome users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 3|C Skill
blue tome valour 3|If unit survives, all blue tome users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 3|C Skill
b tome valor|If unit survives, all blue tome users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 3|C Skill
b tome valour|If unit survives, all blue tome users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 3|C Skill
blue tome valor|If unit survives, all blue tome users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 3|C Skill
blue tome valour|If unit survives, all blue tome users on team get 2x SP.$(If similar skill effects also used, only highest multiplier applied.)|orange|B Tome Valor 3|C Skill
bow exp. 1|If unit survives and uses a bow, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 1|C Skill
bow exp 1|If unit survives and uses a bow, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 1|C Skill
bow xp 1|If unit survives and uses a bow, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 1|C Skill
bow experience 1|If unit survives and uses a bow, unit gets 1.5x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 1|C Skill
bow exp. 2|If unit survives, all bow users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 2|C Skill
bow exp 2|If unit survives, all bow users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 2|C Skill
bow xp 2|If unit survives, all bow users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 2|C Skill
bow experience 2|If unit survives, all bow users on team get 1.5x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 2|C Skill
bow exp. 3|If unit survives, all bow users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 3|C Skill
bow exp 3|If unit survives, all bow users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 3|C Skill
bow xp 3|If unit survives, all bow users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 3|C Skill
bow experience 3|If unit survives, all bow users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 3|C Skill
bow exp.|If unit survives, all bow users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 3|C Skill
bow exp|If unit survives, all bow users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 3|C Skill
bow xp|If unit survives, all bow users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 3|C Skill
bow experience|If unit survives, all bow users on team get 2x EXP.$(If similar skill effects also used, only highest multiplier applies.)|orange|Bow Exp. 3|C Skill
breath of life 1|If unit initiates attack, adjacent allies recover 3 HP after combat.|orange|Breath of Life 1|C Skill & Sacred Seal
breath of life 2|If unit initiates attack, adjacent allies recover 5 HP after combat.|orange|Breath of Life 2|C Skill & Sacred Seal
breath of life 3|If unit initiates attack, adjacent allies recover 7 HP after combat.|orange|Breath of Life 3|C Skill & Sacred Seal
breath of life|If unit initiates attack, adjacent allies recover 7 HP after combat.|orange|Breath of Life 3|C Skill & Sacred Seal
bol3|If unit initiates attack, adjacent allies recover 7 HP after combat.|orange|Breath of Life 3|C Skill & Sacred Seal
bol|If unit initiates attack, adjacent allies recover 7 HP after combat.|orange|Breath of Life 3|C Skill & Sacred Seal
def ploy 1|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def-3 until the end of foe's next action.|orange|Def Ploy 1|C Skill
defense ploy 1|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def-3 until the end of foe's next action.|orange|Def Ploy 1|C Skill
def ploy 2|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def-4 until the end of foe's next action.|orange|Def Ploy 2|C Skill
defense ploy 2|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def-4 until the end of foe's next action.|orange|Def Ploy 2|C Skill
def ploy 3|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def-5 until the end of foe's next action.|orange|Def Ploy 3|C Skill
defense ploy 3|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def-5 until the end of foe's next action.|orange|Def Ploy 3|C Skill
def ploy|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def-5 until the end of foe's next action.|orange|Def Ploy 3|C Skill
defense ploy|At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def-5 until the end of foe's next action.|orange|Def Ploy 3|C Skill
drive atk 1|Grants allies within 2 spaces Atk+2 during combat.|orange|Drive Atk 1|C Skill
drive attack 1|Grants allies within 2 spaces Atk+2 during combat.|orange|Drive Atk 1|C Skill
drive atk 2|Grants allies within 2 spaces Atk+3 during combat.|orange|Drive Atk 2|C Skill
drive attack 2|Grants allies within 2 spaces Atk+3 during combat.|orange|Drive Atk 2|C Skill
drive atk|Grants allies within 2 spaces Atk+3 during combat.|orange|Drive Atk 2|C Skill
drive attack|Grants allies within 2 spaces Atk+3 during combat.|orange|Drive Atk 2|C Skill
drive def 1|Grants allies within 2 spaces Def+2 during combat.|orange|Drive Def 1|C Skill
drive defense 1|Grants allies within 2 spaces Def+2 during combat.|orange|Drive Def 1|C Skill
drive def 2|Grants allies within 2 spaces Def+3 during combat.|orange|Drive Def 2|C Skill
drive defense 2|Grants allies within 2 spaces Def+3 during combat.|orange|Drive Def 2|C Skill
drive def|Grants allies within 2 spaces Def+3 during combat.|orange|Drive Def 2|C Skill
drive defense|Grants allies within 2 spaces Def+3 during combat.|orange|Drive Def 2|C Skill
drive res 1|Grants allies within 2 spaces Res+2 during combat.|orange|Drive Res 1|C Skill
drive resistance 1|Grants allies within 2 spaces Res+2 during combat.|orange|Drive Res 1|C Skill
drive res 2|Grants allies within 2 spaces Res+3 during combat.|orange|Drive Res 2|C Skill
drive resistance 2|Grants allies within 2 spaces Res+3 during combat.|orange|Drive Res 2|C Skill
drive res|Grants allies within 2 spaces Res+3 during combat.|orange|Drive Res 2|C Skill
drive resistance|Grants allies within 2 spaces Res+3 during combat.|orange|Drive Res 2|C Skill
drive spd 1|Grants allies within 2 spaces Spd+2 during combat.|orange|Drive Spd 1|C Skill
drive speed 1|Grants allies within 2 spaces Spd+2 during combat.|orange|Drive Spd 1|C Skill
drive spd 2|Grants allies within 2 spaces Spd+3 during combat.|orange|Drive Spd 2|C Skill
drive speed 2|Grants allies within 2 spaces Spd+3 during combat.|orange|Drive Spd 2|C Skill
